Dia/Sem;Dia;Local;Categoria;Dispositivo;Receita de produto;Receita de frete;Despesa de Frete;Qtd de pedidos;%Margem do produto;
Sex;24/fev;Região II;D;1;337.434;6.393;7.683;366;3%;
Sáb;25/fev;Região II;D;1;202.531;3.656;3.996;185;1%;
Dom;26/fev;Região II;D;1;206.085;3.520;3.950;193;3%;
Seg;27/fev;Região II;D;1;472.695;7.416;9.228;397;3%;
Ter;28/fev;Região II;D;1;437.246;6.943;8.354;366;4%;
Qua;01/mar;Região II;D;1;432.023;7.705;9.385;454;4%;
Qui;02/mar;Região II;D;1;575.624;8.868;10.631;481;3%;
Sex;03/mar;Região II;D;1;511.108;8.462;10.466;485;3%;
Sáb;04/mar;Região II;D;1;306.454;3.945;5.635;231;2%;
Dom;05/mar;Região II;D;1;255.431;4.251;5.410;231;2%;
Seg;06/mar;Região II;D;1;537.789;8.756;11.082;570;6%;
Ter;07/mar;Região II;D;1;461.688;7.636;10.162;424;8%;
Qua;08/mar;Região II;D;1;411.750;7.044;8.961;420;7%;
Qui;09/mar;Região II;D;1;557.191;8.834;12.000;512;7%;
Sex;10/mar;Região II;D;1;300.787;4.738;6.042;273;8%;
Sáb;11/mar;Região II;D;1;208.335;3.669;4.073;185;6%;
Dom;12/mar;Região II;D;1;173.468;2.724;3.728;177;8%;
Seg;13/mar;Região II;D;1;509.165;8.876;11.180;531;6%;
Qui;05/jan;Região III;D;1;375.977;7.267;28.121;320;4%;
Sex;06/jan;Região III;D;1;436.318;9.000;39.200;385;3%;
Sáb;07/jan;Região III;D;1;449.383;8.800;32.878;385;0%;
Dom;08/jan;Região III;D;1;355.288;6.744;29.182;300;1%;
Seg;09/jan;Região III;D;1;487.136;10.997;40.650;481;1%;
Ter;10/jan;Região III;D;1;903.024;17.245;70.379;793;-1%;
Qua;11/jan;Região III;D;1;710.001;14.086;54.171;743;2%;
Qui;12/jan;Região III;D;1;819.103;15.972;57.088;755;0%;
Sex;13/jan;Região III;D;1;549.780;11.105;39.426;477;1%;
Sáb;14/jan;Região III;D;1;365.261;6.718;26.226;308;4%;
Dom;15/jan;Região III;D;1;352.721;6.202;25.057;300;5%;
Seg;16/jan;Região III;D;1;513.814;8.959;39.371;408;4%;
Ter;17/jan;Região III;D;1;494.990;8.403;34.965;439;5%;
Qua;18/jan;Região III;D;1;510.062;9.044;35.551;424;4%;
Qui;19/jan;Região III;D;1;286.974;5.563;26.134;277;4%;
Sex;20/jan;Região III;D;1;489.231;8.881;34.763;400;5%;
Sáb;21/jan;Região III;D;1;379.176;6.484;28.195;312;1%;
Dom;22/jan;Região III;D;1;325.531;6.042;24.948;281;-2%;
Seg;23/jan;Região III;D;1;605.638;10.300;41.822;624;-1%;
Ter;24/jan;Região III;D;1;468.237;8.197;33.882;370;0%;
Qua;25/jan;Região III;D;1;990.440;15.870;60.227;793;0%;
Qui;26/jan;Região III;D;1;689.013;12.596;49.745;585;-2%;
Sex;27/jan;Região III;D;1;570.394;10.862;43.813;493;0%;
Sáb;28/jan;Região III;D;1;452.546;8.438;32.694;358;-2%;
Dom;29/jan;Região III;D;1;282.052;5.197;20.741;223;1%;
Seg;30/jan;Região III;D;1;438.999;7.977;31.876;358;-4%;
Ter;31/jan;Região III;D;1;504.997;9.581;37.514;435;-3%;
Qua;01/fev;Região III;D;1;743.424;15.075;52.813;666;-4%;
Qui;02/fev;Região III;D;1;802.227;15.915;57.152;712;-2%;
Sex;03/fev;Região III;D;1;584.053;10.837;42.092;485;-3%;
Sáb;04/fev;Região III;D;1;386.758;7.671;26.812;331;5%;
Dom;05/fev;Região III;D;1;198.947;4.599;15.243;185;6%;
Seg;06/fev;Região III;D;1;388.291;8.479;29.679;370;7%;
Ter;07/fev;Região III;D;1;464.559;10.674;35.797;474;3%;
Qua;08/fev;Região III;D;1;656.785;13.533;50.253;578;3%;
Qui;09/fev;Região III;D;1;749.267;14.526;49.638;693;5%;
Sex;10/fev;Região III;D;1;548.015;10.544;40.900;458;5%;
Sáb;11/fev;Região III;D;1;440.872;8.240;29.545;362;6%;
Dom;12/fev;Região III;D;1;309.408;6.796;23.558;281;4%;
Seg;13/fev;Região III;D;1;386.780;8.557;28.170;381;4%;
Ter;14/fev;Região III;D;1;523.716;11.520;40.681;504;4%;
Qua;15/fev;Região III;D;1;754.907;14.618;56.729;666;3%;
Qui;16/fev;Região III;D;1;642.757;12.988;46.202;589;3%;
Sex;17/fev;Região III;D;1;925.733;15.092;46.436;755;7%;
Sáb;18/fev;Região III;D;1;625.896;11.156;37.707;489;5%;
Dom;19/fev;Região III;D;1;193.357;4.507;15.333;193;1%;
Seg;20/fev;Região III;D;1;620.063;13.387;48.362;612;3%;
Ter;21/fev;Região III;D;1;638.538;13.331;45.866;551;2%;
Qua;22/fev;Região III;D;1;632.409;13.132;49.680;551;3%;
Qui;23/fev;Região III;D;1;507.223;11.077;39.916;489;3%;
Sex;24/fev;Região III;D;1;465.560;9.631;35.954;427;3%;
Sáb;25/fev;Região III;D;1;295.886;7.348;23.196;296;3%;
Dom;26/fev;Região III;D;1;208.260;4.113;16.034;185;6%;
Seg;27/fev;Região III;D;1;476.647;9.985;34.233;404;3%;
Ter;28/fev;Região III;D;1;540.749;10.543;35.742;420;4%;
Qua;01/mar;Região III;D;1;359.850;7.888;28.381;320;3%;
Qui;02/mar;Região III;D;1;600.574;11.650;42.496;481;3%;
Sex;03/mar;Região III;D;1;612.773;11.986;44.307;524;3%;
Sáb;04/mar;Região III;D;1;394.316;8.710;29.436;350;2%;
Dom;05/mar;Região III;D;1;306.369;5.616;21.289;254;1%;
Seg;06/mar;Região III;D;1;519.019;10.350;35.788;420;4%;
Ter;07/mar;Região III;D;1;618.920;11.914;47.601;535;6%;
Qua;08/mar;Região III;D;1;514.545;10.095;38.894;447;6%;
Qui;09/mar;Região III;D;1;533.835;10.833;37.127;427;6%;
Sex;10/mar;Região III;D;1;455.260;8.630;33.455;397;7%;
Sáb;11/mar;Região III;D;1;313.514;6.249;23.780;254;5%;
Dom;12/mar;Região III;D;1;227.547;4.265;16.457;196;5%;
Seg;13/mar;Região III;D;1;441.222;8.410;31.574;335;7%;
Qui;05/jan;Região IV;D;1;94.878;1.911;5.035;81;4%;
Sex;06/jan;Região IV;D;1;159.804;3.135;8.470;181;5%;
Sáb;07/jan;Região IV;D;1;70.434;1.652;3.711;69;4%;
Dom;08/jan;Região IV;D;1;95.146;1.840;5.132;89;4%;
Seg;09/jan;Região IV;D;1;242.644;4.546;10.902;246;6%;
Ter;10/jan;Região IV;D;1;246.818;5.502;12.530;243;3%;
Qua;11/jan;Região IV;D;1;228.757;5.210;11.365;235;5%;
Qui;12/jan;Região IV;D;1;253.145;5.405;12.985;231;4%;
Sex;13/jan;Região IV;D;1;292.594;5.289;10.813;258;2%;
Sáb;14/jan;Região IV;D;1;61.986;1.365;3.343;69;3%;
Dom;15/jan;Região IV;D;1;126.178;2.342;5.562;100;6%;
Seg;16/jan;Região IV;D;1;185.017;3.432;9.070;158;7%;
Ter;17/jan;Região IV;D;1;142.774;3.087;8.503;169;6%;
Qua;18/jan;Região IV;D;1;100.604;2.114;5.614;89;7%;
Qui;19/jan;Região IV;D;1;62.458;1.419;3.346;62;6%;
Sex;20/jan;Região IV;D;1;102.882;2.092;5.777;92;5%;
Sáb;21/jan;Região IV;D;1;143.229;2.752;7.269;119;-1%;
Dom;22/jan;Região IV;D;1;77.965;1.547;3.905;54;-2%;
Seg;23/jan;Região IV;D;1;146.904;3.308;8.178;135;3%;
Ter;24/jan;Região IV;D;1;153.098;3.134;8.224;135;-2%;
Qua;25/jan;Região IV;D;1;281.481;5.809;13.763;246;1%;
Qui;26/jan;Região IV;D;1;197.612;4.230;10.708;169;-1%;
Sex;27/jan;Região IV;D;1;246.590;4.610;10.704;212;-2%;
Sáb;28/jan;Região IV;D;1;128.544;2.995;6.169;108;-2%;
Dom;29/jan;Região IV;D;1;136.886;2.499;5.873;100;-4%;
Seg;30/jan;Região IV;D;1;248.843;5.377;12.535;223;1%;
Ter;31/jan;Região IV;D;1;173.972;4.187;8.704;173;-6%;
Qua;01/fev;Região IV;D;1;237.213;4.782;10.065;204;0%;
Qui;02/fev;Região IV;D;1;284.124;6.282;14.867;289;-2%;
Sex;03/fev;Região IV;D;1;265.632;5.152;11.531;223;5%;
Sáb;04/fev;Região IV;D;1;109.989;2.346;5.632;100;6%;
Dom;05/fev;Região IV;D;1;98.616;2.161;4.756;89;6%;
Seg;06/fev;Região IV;D;1;101.641;2.475;5.640;104;6%;
Ter;07/fev;Região IV;D;1;150.924;4.474;8.160;162;6%;
Qua;08/fev;Região IV;D;1;274.688;5.649;13.300;235;3%;
Qui;09/fev;Região IV;D;1;235.874;3.303;10.594;193;7%;
Sex;10/fev;Região IV;D;1;162.063;3.226;7.036;173;11%;
Sáb;11/fev;Região IV;D;1;96.639;2.125;5.489;92;7%;
Dom;12/fev;Região IV;D;1;92.980;1.514;4.456;69;6%;
Seg;13/fev;Região IV;D;1;148.281;3.465;7.871;166;7%;
Ter;14/fev;Região IV;D;1;122.557;2.887;5.536;123;5%;
Qua;15/fev;Região IV;D;1;228.161;5.337;11.526;208;4%;
Qui;16/fev;Região IV;D;1;220.301;4.933;10.858;204;5%;
Sex;17/fev;Região IV;D;1;156.788;4.672;9.121;216;5%;
Sáb;18/fev;Região IV;D;1;142.396;3.120;7.455;139;5%;
Dom;19/fev;Região IV;D;1;79.863;1.854;4.560;73;5%;
Seg;20/fev;Região IV;D;1;243.903;6.166;12.639;296;5%;
Ter;21/fev;Região IV;D;1;203.566;4.403;11.301;193;4%;
Qua;22/fev;Região IV;D;1;184.015;4.119;9.170;189;3%;
Qui;23/fev;Região IV;D;1;138.205;3.713;7.262;166;4%;
Sex;24/fev;Região IV;D;1;185.055;3.273;7.072;146;3%;
Sáb;25/fev;Região IV;D;1;111.574;1.890;4.834;92;7%;
Dom;26/fev;Região IV;D;1;77.244;1.397;3.222;54;6%;
Seg;27/fev;Região IV;D;1;162.575;3.025;7.456;127;7%;
Ter;28/fev;Região IV;D;1;157.147;3.691;7.391;139;3%;
Qua;01/mar;Região IV;D;1;148.030;3.023;5.686;119;4%;
Qui;02/mar;Região IV;D;1;120.939;2.683;6.347;169;5%;
Sex;03/mar;Região IV;D;1;146.791;3.178;6.362;173;11%;
Sáb;04/mar;Região IV;D;1;92.420;1.853;3.643;65;5%;
Dom;05/mar;Região IV;D;1;79.998;1.671;3.485;65;3%;
Seg;06/mar;Região IV;D;1;158.975;3.687;7.665;150;5%;
Ter;07/mar;Região IV;D;1;179.064;3.840;9.297;158;7%;
Qua;08/mar;Região IV;D;1;195.954;4.158;10.080;193;8%;
Qui;09/mar;Região IV;D;1;199.870;4.815;11.417;204;8%;
Sex;10/mar;Região IV;D;1;137.950;2.590;6.843;127;7%;
Sáb;11/mar;Região IV;D;1;62.987;1.183;3.133;54;8%;
Dom;12/mar;Região IV;D;1;53.771;1.035;2.268;42;8%;
Seg;13/mar;Região IV;D;1;124.877;2.592;6.265;104;4%;
Qui;05/jan;Região V;D;1;98.756;4.525;7.702;89;1%;
Sex;06/jan;Região V;D;1;136.051;5.733;11.134;123;1%;
Sáb;07/jan;Região V;D;1;162.676;6.635;12.544;127;0%;
Dom;08/jan;Região V;D;1;98.141;3.909;7.641;81;2%;
Seg;09/jan;Região V;D;1;159.653;7.071;14.577;146;0%;
Ter;10/jan;Região V;D;1;330.790;14.151;28.046;308;0%;
Qua;11/jan;Região V;D;1;214.969;9.076;18.679;200;0%;
Qui;12/jan;Região V;D;1;353.895;14.172;23.505;300;-1%;
Sex;13/jan;Região V;D;1;317.058;12.231;20.339;250;1%;
Sáb;14/jan;Região V;D;1;174.552;6.867;14.307;135;2%;
Dom;15/jan;Região V;D;1;115.360;4.001;8.259;85;4%;
Seg;16/jan;Região V;D;1;242.054;9.534;20.703;200;2%;
Ter;17/jan;Região V;D;1;196.472;7.073;13.904;177;5%;
Qua;18/jan;Região V;D;1;206.512;7.768;14.993;169;0%;
Qui;19/jan;Região V;D;1;97.433;3.778;7.580;85;4%;
Sex;20/jan;Região V;D;1;179.012;7.892;15.694;154;3%;
Sáb;21/jan;Região V;D;1;168.917;6.465;13.274;123;0%;
Dom;22/jan;Região V;D;1;46.980;2.092;3.607;42;3%;
Seg;23/jan;Região V;D;1;190.126;6.530;12.851;139;4%;
Ter;24/jan;Região V;D;1;109.842;4.288;7.982;89;-6%;
Qua;25/jan;Região V;D;1;230.128;8.638;18.219;173;-3%;
Qui;26/jan;Região V;D;1;250.289;9.574;20.326;219;-8%;
Sex;27/jan;Região V;D;1;204.860;8.092;15.017;158;-4%;
Sáb;28/jan;Região V;D;1;125.952;5.374;10.020;108;-5%;
Dom;29/jan;Região V;D;1;101.212;3.496;7.915;69;-15%;
Seg;30/jan;Região V;D;1;166.752;6.248;12.239;135;-3%;
Ter;31/jan;Região V;D;1;183.341;6.951;13.834;142;-3%;
Qua;01/fev;Região V;D;1;274.491;12.251;20.258;266;-6%;
Qui;02/fev;Região V;D;1;199.323;7.867;14.590;158;-4%;
Sex;03/fev;Região V;D;1;164.663;8.034;13.370;158;-5%;
Sáb;04/fev;Região V;D;1;116.414;4.225;8.899;85;3%;
Dom;05/fev;Região V;D;1;77.452;3.241;7.056;69;6%;
Seg;06/fev;Região V;D;1;156.686;6.676;11.726;135;4%;
Ter;07/fev;Região V;D;1;156.806;6.098;11.697;131;3%;
Qua;08/fev;Região V;D;1;168.029;7.952;13.978;158;1%;
Qui;09/fev;Região V;D;1;173.894;8.170;13.827;166;3%;
Sex;10/fev;Região V;D;1;210.349;8.930;15.612;177;4%;
Sáb;11/fev;Região V;D;1;174.345;6.492;13.401;131;5%;
Dom;12/fev;Região V;D;1;89.721;3.151;7.551;62;5%;
Seg;13/fev;Região V;D;1;221.355;7.644;16.025;162;7%;
Ter;14/fev;Região V;D;1;175.405;8.178;13.443;158;2%;
Qua;15/fev;Região V;D;1;253.166;9.775;18.799;239;1%;
Qui;16/fev;Região V;D;1;217.506;8.887;16.798;181;3%;
Sex;17/fev;Região V;D;1;132.298;5.435;9.344;112;0%;
Sáb;18/fev;Região V;D;1;146.837;5.634;9.889;112;2%;
Dom;19/fev;Região V;D;1;41.960;2.067;3.064;46;1%;
Seg;20/fev;Região V;D;1;187.384;7.015;14.210;142;1%;
Ter;21/fev;Região V;D;1;195.546;8.319;16.633;177;0%;
Qua;22/fev;Região V;D;1;185.344;8.313;14.339;162;4%;
Qui;23/fev;Região V;D;1;147.472;5.984;10.478;119;3%;
Sex;24/fev;Região V;D;1;127.235;5.206;9.624;104;1%;
Sáb;25/fev;Região V;D;1;141.911;5.898;10.654;123;1%;
Dom;26/fev;Região V;D;1;45.455;1.820;2.959;35;4%;
Seg;27/fev;Região V;D;1;145.649;5.887;11.682;123;3%;
Ter;28/fev;Região V;D;1;133.856;6.247;9.607;142;3%;
Qua;01/mar;Região V;D;1;196.003;7.615;13.418;173;3%;
Qui;02/mar;Região V;D;1;167.094;7.192;12.373;146;0%;
Sex;03/mar;Região V;D;1;225.776;8.983;17.210;177;0%;
Sáb;04/mar;Região V;D;1;105.004;4.959;8.870;112;2%;
Dom;05/mar;Região V;D;1;67.108;2.555;3.206;62;-2%;
Seg;06/mar;Região V;D;1;158.648;6.782;12.089;135;1%;
Ter;07/mar;Região V;D;1;167.547;6.403;10.619;131;6%;
Qua;08/mar;Região V;D;1;208.216;9.044;14.302;204;8%;
Qui;09/mar;Região V;D;1;130.392;4.760;9.869;96;4%;
Sex;10/mar;Região V;D;1;137.362;4.941;10.081;112;6%;
Sáb;11/mar;Região V;D;1;107.262;3.875;8.699;89;5%;
Dom;12/mar;Região V;D;1;57.984;2.041;4.198;39;5%;
Seg;13/mar;Região V;D;1;219.934;8.523;15.107;193;5%;
Qui;05/jan;região I;D;2;33.477;521;1.161;35;12%;
Sex;06/jan;região I;D;2;27.731;462;955;31;4%;
Sáb;07/jan;região I;D;2;59.040;977;2.029;46;6%;
Dom;08/jan;região I;D;2;33.200;712;1.135;35;2%;
Seg;09/jan;região I;D;2;27.238;401;780;19;4%;
Ter;10/jan;região I;D;2;37.229;759;1.876;50;-1%;
Qua;11/jan;região I;D;2;103.250;1.684;4.236;96;3%;
Qui;12/jan;região I;D;2;85.381;1.294;2.084;73;3%;
Sex;13/jan;região I;D;2;46.595;901;1.325;39;1%;
Sáb;14/jan;região I;D;2;45.736;535;1.337;35;7%;
Dom;15/jan;região I;D;2;64.752;930;1.827;42;7%;
Seg;16/jan;região I;D;2;78.135;1.325;4.064;92;-2%;
Ter;17/jan;região I;D;2;74.084;1.140;2.235;54;5%;
Qua;18/jan;região I;D;2;38.615;623;1.633;39;8%;
Qui;19/jan;região I;D;2;84.863;1.282;3.584;65;4%;
Sex;20/jan;região I;D;2;60.401;665;1.700;39;0%;
Sáb;21/jan;região I;D;2;89.827;1.031;2.652;46;-4%;
Dom;22/jan;região I;D;2;45.191;694;2.841;31;-9%;
Seg;23/jan;região I;D;2;46.298;831;1.772;39;-7%;
Ter;24/jan;região I;D;2;62.165;1.202;2.703;54;-8%;
Qua;25/jan;região I;D;2;143.663;2.245;5.255;108;-5%;
Qui;26/jan;região I;D;2;169.155;2.767;7.014;142;-5%;
Sex;27/jan;região I;D;2;123.504;1.766;4.279;96;-8%;
Sáb;28/jan;região I;D;2;119.757;2.082;2.927;77;-16%;
Dom;29/jan;região I;D;2;29.151;318;933;19;7%;
Seg;30/jan;região I;D;2;132.079;1.866;5.288;92;-7%;
Ter;31/jan;região I;D;2;166.737;2.279;4.209;119;1%;
Qua;01/fev;região I;D;2;120.588;1.693;4.094;89;0%;
Qui;02/fev;região I;D;2;109.996;1.918;4.023;100;-1%;
Sex;03/fev;região I;D;2;128.061;1.827;4.007;92;1%;
Sáb;04/fev;região I;D;2;37.591;610;1.251;35;10%;
Dom;05/fev;região I;D;2;87.330;1.292;2.916;89;6%;
Seg;06/fev;região I;D;2;88.729;1.272;3.231;73;9%;
Ter;07/fev;região I;D;2;72.002;990;2.472;54;9%;
Qua;08/fev;região I;D;2;197.041;3.044;5.850;173;2%;
Qui;09/fev;região I;D;2;111.332;1.712;4.969;108;9%;
Sex;10/fev;região I;D;2;41.784;734;1.190;39;6%;
Sáb;11/fev;região I;D;2;78.781;881;2.426;54;6%;
Dom;12/fev;região I;D;2;72.662;941;2.115;54;8%;
Seg;13/fev;região I;D;2;104.541;2.155;3.842;100;6%;
Ter;14/fev;região I;D;2;118.952;2.298;4.597;116;6%;
Qua;15/fev;região I;D;2;176.668;2.805;6.638;177;4%;
Qui;16/fev;região I;D;2;96.253;1.482;3.323;77;5%;
Sex;17/fev;região I;D;2;92.357;1.557;3.222;81;6%;
Sáb;18/fev;região I;D;2;72.908;1.280;2.197;69;1%;
Dom;19/fev;região I;D;2;60.821;1.358;2.603;65;5%;
Seg;20/fev;região I;D;2;91.248;1.252;3.018;65;5%;
Ter;21/fev;região I;D;2;134.899;1.715;4.431;104;6%;
Qua;22/fev;região I;D;2;231.766;785;6.048;185;3%;
Qui;23/fev;região I;D;2;196.571;176;6.829;166;6%;
Sex;24/fev;região I;D;2;156.071;139;5.893;243;6%;
Sáb;25/fev;região I;D;2;180.017;612;6.287;162;6%;
Dom;26/fev;região I;D;2;160.387;139;4.663;135;5%;
Seg;27/fev;região I;D;2;188.949;278;6.071;181;4%;
Ter;28/fev;região I;D;2;236.639;125;9.466;246;6%;
Qua;01/mar;região I;D;2;242.933;544;9.992;262;5%;
Qui;02/mar;região I;D;2;256.537;75;8.925;208;6%;
Sex;03/mar;região I;D;2;369.167;349;15.076;323;3%;
Sáb;04/mar;região I;D;2;247.683;512;8.968;216;1%;
Dom;05/mar;região I;D;2;213.696;0;7.824;166;5%;
Seg;06/mar;região I;D;2;312.524;138;12.625;304;6%;
Ter;07/mar;região I;D;2;214.105;450;8.645;189;9%;
Qua;08/mar;região I;D;2;156.823;209;6.996;131;9%;
Qui;09/mar;região I;D;2;143.858;467;5.622;127;10%;
Sex;10/mar;região I;D;2;150.593;60;6.186;127;8%;
Sáb;11/mar;região I;D;2;114.215;139;4.023;100;13%;
Dom;12/mar;região I;D;2;109.590;121;4.183;100;7%;
Seg;13/mar;região I;D;2;140.017;202;6.335;150;9%;
Qui;05/jan;Região II;D;2;0;0;0;0;0%;
Sex;06/jan;Região II;D;2;4.762;70;93;4;-5%;
Sáb;07/jan;Região II;D;2;24.012;244;388;15;7%;
Dom;08/jan;Região II;D;2;0;0;0;0;0%;
Seg;09/jan;Região II;D;2;23.108;419;498;23;-4%;
Ter;10/jan;Região II;D;2;21.187;346;424;19;-2%;
Qua;11/jan;Região II;D;2;5.564;148;230;8;-31%;
Qui;12/jan;Região II;D;2;28.405;454;1.236;27;-3%;
Sex;13/jan;Região II;D;2;43.201;552;752;31;-2%;
Sáb;14/jan;Região II;D;2;4.762;70;93;4;-2%;
Dom;15/jan;Região II;D;2;15.155;267;290;12;4%;
Seg;16/jan;Região II;D;2;6.508;147;182;8;9%;
Ter;17/jan;Região II;D;2;22.245;480;820;27;-1%;
Qua;18/jan;Região II;D;2;15.654;300;442;19;0%;
Qui;19/jan;Região II;D;2;15.965;280;295;12;-1%;
Sex;20/jan;Região II;D;2;23.808;332;446;19;-23%;
Sáb;21/jan;Região II;D;2;67.091;1.182;1.107;46;-50%;
Dom;22/jan;Região II;D;2;30.782;417;839;23;-13%;
Seg;23/jan;Região II;D;2;25.608;470;581;27;-7%;
Ter;24/jan;Região II;D;2;15.405;364;349;15;-22%;
Qua;25/jan;Região II;D;2;48.507;446;754;35;-10%;
Qui;26/jan;Região II;D;2;43.232;585;907;35;-4%;
Sex;27/jan;Região II;D;2;20.620;359;419;15;11%;
Sáb;28/jan;Região II;D;2;25.485;376;494;19;-11%;
Dom;29/jan;Região II;D;2;18.405;202;274;12;-1%;
Seg;30/jan;Região II;D;2;19.763;331;358;15;1%;
Ter;31/jan;Região II;D;2;24.715;428;617;27;-9%;
Qua;01/fev;Região II;D;2;20.834;347;435;19;-1%;
Qui;02/fev;Região II;D;2;26.744;388;443;19;-10%;
Sex;03/fev;Região II;D;2;58.100;974;1.339;42;-6%;
Sáb;04/fev;Região II;D;2;19.965;322;418;19;3%;
Dom;05/fev;Região II;D;2;20.109;253;421;27;5%;
Seg;06/fev;Região II;D;2;39.719;544;659;27;4%;
Ter;07/fev;Região II;D;2;64.133;1.113;1.524;73;2%;
Qua;08/fev;Região II;D;2;17.479;397;385;23;-4%;
Qui;09/fev;Região II;D;2;66.147;955;1.330;65;1%;
Sex;10/fev;Região II;D;2;20.181;266;380;15;1%;
Sáb;11/fev;Região II;D;2;17.366;210;347;12;1%;
Dom;12/fev;Região II;D;2;14.173;203;237;12;3%;
Seg;13/fev;Região II;D;2;36.892;683;798;39;4%;
Ter;14/fev;Região II;D;2;26.543;379;556;23;1%;
Qua;15/fev;Região II;D;2;45.221;712;865;39;2%;
Qui;16/fev;Região II;D;2;26.048;266;409;15;-1%;
Sex;17/fev;Região II;D;2;27.723;471;564;23;4%;
Sáb;18/fev;Região II;D;2;38.935;700;745;35;-3%;
Dom;19/fev;Região II;D;2;39.073;447;688;27;-3%;
Seg;20/fev;Região II;D;2;41.824;721;675;35;-3%;
Ter;21/fev;Região II;D;2;21.329;279;451;19;-2%;
Qua;22/fev;Região II;D;2;60.317;215;1.132;50;-2%;
Qui;23/fev;Região II;D;2;76.679;0;1.957;69;4%;
Sex;24/fev;Região II;D;2;49.355;69;1.037;50;2%;
Sáb;25/fev;Região II;D;2;89.601;0;1.629;73;3%;
Dom;26/fev;Região II;D;2;42.557;0;953;42;2%;
Seg;27/fev;Região II;D;2;88.816;70;1.650;77;4%;
Ter;28/fev;Região II;D;2;56.090;0;1.164;54;-2%;
Qua;01/mar;Região II;D;2;85.184;69;1.648;77;-1%;
Qui;02/mar;Região II;D;2;95.603;0;1.845;81;2%;
Sex;03/mar;Região II;D;2;62.894;0;1.322;54;-2%;
Sáb;04/mar;Região II;D;2;108.579;83;2.007;85;3%;
Dom;05/mar;Região II;D;2;52.603;0;1.033;46;-1%;
Seg;06/mar;Região II;D;2;75.520;209;1.658;89;3%;
Ter;07/mar;Região II;D;2;53.888;0;1.309;62;5%;
Qua;08/mar;Região II;D;2;77.729;0;1.872;73;8%;
Qui;09/mar;Região II;D;2;46.560;69;1.015;46;0%;
Sex;10/mar;Região II;D;2;70.235;0;1.632;73;7%;
Sáb;11/mar;Região II;D;2;25.342;0;592;27;7%;
Dom;12/mar;Região II;D;2;18.906;0;484;15;5%;
Seg;13/mar;Região II;D;2;79.568;139;1.525;62;5%;
Qui;05/jan;Região III;D;2;7.002;84;284;4;5%;
Sex;06/jan;Região III;D;2;16.518;357;1.330;19;-5%;
Sáb;07/jan;Região III;D;2;41.377;805;2.928;35;2%;
Dom;08/jan;Região III;D;2;28.233;419;1.819;19;1%;
Seg;09/jan;Região III;D;2;37.309;692;2.869;35;1%;
Ter;10/jan;Região III;D;2;87.414;1.327;4.967;62;3%;
Qua;11/jan;Região III;D;2;35.159;586;1.732;23;4%;
Qui;12/jan;Região III;D;2;34.135;894;2.894;42;-3%;
Sex;13/jan;Região III;D;2;47.419;867;3.078;39;0%;
Sáb;14/jan;Região III;D;2;52.476;1.040;3.886;42;5%;
Dom;15/jan;Região III;D;2;9.523;168;712;8;0%;
Seg;16/jan;Região III;D;2;23.984;343;1.679;15;1%;
Ter;17/jan;Região III;D;2;48.028;849;4.288;42;1%;
Qua;18/jan;Região III;D;2;42.692;1.054;3.502;42;1%;
Qui;19/jan;Região III;D;2;42.747;685;4.053;35;-1%;
Sex;20/jan;Região III;D;2;43.433;832;3.592;35;2%;
Sáb;21/jan;Região III;D;2;29.160;598;2.144;23;-16%;
Dom;22/jan;Região III;D;2;27.501;612;2.354;27;1%;
Seg;23/jan;Região III;D;2;22.350;412;1.323;19;-13%;
Ter;24/jan;Região III;D;2;56.649;858;3.391;42;-18%;
Qua;25/jan;Região III;D;2;78.063;1.804;6.478;73;-5%;
Qui;26/jan;Região III;D;2;45.076;628;2.893;31;-1%;
Sex;27/jan;Região III;D;2;56.643;884;3.184;42;-15%;
Sáb;28/jan;Região III;D;2;3.361;84;281;4;-20%;
Dom;29/jan;Região III;D;2;18.073;342;1.509;15;-3%;
Seg;30/jan;Região III;D;2;22.043;420;1.521;19;-9%;
Ter;31/jan;Região III;D;2;36.048;638;2.728;31;-1%;
Qua;01/fev;Região III;D;2;45.958;937;3.888;42;-4%;
Qui;02/fev;Região III;D;2;57.096;1.081;3.533;50;-10%;
Sex;03/fev;Região III;D;2;49.839;951;3.517;42;-4%;
Sáb;04/fev;Região III;D;2;25.181;426;1.804;19;1%;
Dom;05/fev;Região III;D;2;34.950;769;3.238;35;7%;
Seg;06/fev;Região III;D;2;32.014;483;2.300;19;6%;
Ter;07/fev;Região III;D;2;42.976;750;3.108;35;7%;
Qua;08/fev;Região III;D;2;80.246;1.766;6.070;77;2%;
Qui;09/fev;Região III;D;2;126.045;2.329;8.567;108;1%;
Sex;10/fev;Região III;D;2;45.443;987;3.445;46;3%;
Sáb;11/fev;Região III;D;2;25.725;594;2.319;27;0%;
Dom;12/fev;Região III;D;2;35.439;741;2.972;31;4%;
Seg;13/fev;Região III;D;2;84.204;1.621;7.214;81;1%;
Ter;14/fev;Região III;D;2;34.772;797;3.197;35;-1%;
Qua;15/fev;Região III;D;2;64.643;1.325;4.457;50;5%;
Qui;16/fev;Região III;D;2;69.174;1.652;5.286;69;0%;
Sex;17/fev;Região III;D;2;29.101;608;2.130;23;3%;
Sáb;18/fev;Região III;D;2;56.923;1.093;4.368;58;-2%;
Dom;19/fev;Região III;D;2;53.402;943;3.865;42;4%;
